id,neighborhood,neighborhood_overview
3589267,Fenway/Kenmore,"You mean you don't know? It's only the best street in the whole neighborhood.  My street runs almost directly through the campus of Northeastern, and is bordered by Berklee, Boston Conservatory, and MassArt and other Fenway colleges. Symphony Hall and the Museum of Fine Arts are both five minutes away on foot; Fenway Park is just down the street...... it's a lovely quiet street tucked away in the middle of virtually everything. Welcome to Boston!"
4040151,Fenway/Kenmore,"Characterized by cobblestone streets, clam chowder, fishing harbors, and crisp fall afternoons, Boston is the quintessential New England city. As one of the oldest cities in the nation, Boston lives up to its title of the ""Cradle of Modern America,"" with endless traces of historical Colonial and Revolutionary America permeating its streets. At Fenway Triangle Trilogy you’ll be in the heart of one of Boston’s most dynamic and exciting neighborhoods. Step out your front door and you will be steps from some of the city’s most renowned restaurants, shops, museums, parks, theaters, nightlife and sporting events. The Longwood Medical Area and Harvard Medical School are practically in your backyard and with the proximity to area Universities you can be assured that something exciting will always be happening in your neighborhood. "
11885653,Financial District,
11061030,Financial District,"The Custom House was Boston's first skyscraper. It is located in an area rich in Boston History; Its location is now even more enhanced by urban revitalization that removed the elevated highway separating the Boston Harborside area from Quincy Market. This was replaced with The Rose Fitzgerald Kennedy Greenway, 15 acres of gardens, parks, promenades and fountains."
13275308,Financial District,"This is one of the most centrally located apartments in the city. With just a short walk to all the subway lines, the North End, Faneuil Hall, the Greenway, the Waterfront, the Aquarium, the Freedom Trail and innumerable other attractions, you will have an array of options for entertainment and adventure."
12987348,Financial District,"This apartment is steps from just about everything in the city. Subway lines, the Greenway, the North End, the Financial District, South Station, North Station, Faneuil Hall, the Waterfront, and the Aquarium are all just a few minutes away on foot."
8814215,Government Center,"Nearby Attractions: TD Garden, home of the Bruins and Celtics: 0.2 miles | North End: 0.6 miles  The Paul Revere House: 0.7 miles  Christopher Columbus Waterfront Park: 1.2 miles  USS Constitution: 1.1 miles  Fenway Park, home of the Red Sox: 2.7 miles  Faneuil Hall: 0.6 miles  Boston Common: 0.5 Mile  Boston Public Garden: 0.7 Miles  Boston Tea Party Ships & Museum 1.2 Miles"
973695,Government Center,"The apartment is in the best location in town. Within a 20 minute walk you can see the Atlantic ocean, Faneuil Hall market/restaurants , golden dome State house, Italian town North End, Beacon Hill, Mass General Hospital, Chinatown, Downtown shopping, Science museum, Charles river walk/bike, Cambridge, Newbury street"
2547129,Government Center,"Step outside your door and begin your historical tour of Boston.  Stop at Modern Bakery for a canoli  or piece of Ricotta pie  while strolling thru the North end on your way to Paul Reveres home or the Old North Church. Boston is beautiful, rich in history, and offers activities for all tastes. Best of all it is completely walkable from this location.  Haymarket Square is right outside your door with dozens of fresh fruit, vegetable, and flowers  vendors all  week-end long. The Holocaust Memorial is the park fronting our building, a very moving experience not to be missed.. The Haymarket, aquarium and Govenment Center T stops are all within a short 5-10 minute walk as is the waterfront and Faneuil Hall market place."
14778561,Hyde Park,
4698487,Hyde Park,
6131224,Hyde Park,"Great neighborhood. Quiet, peaceful, community baseball on the Ross Playfield next door, various ethnic restaurants and contemporary cuisines. We are just 10 minutes to Jamaica Plain, 20 minutes to Down town Boston, by public or car."
7497047,Hyde Park,
3164650,Hyde Park,"The house in a quiet family neighborhood. Only cars that live by the neighborhood would pass.  One block away you have a community park, with basketball court, tennis court, baseball field and kids park. You will also be only minutes away from showcase Cinema movie theater and major shopping outlets."
5344465,Hyde Park,"Located in the Hyde Park neighborhood of Boston, the home is located on a quiet residential area."
1391492,Hyde Park,
2886933,Hyde Park,
13296735,Hyde Park,"Very quiet and safe neighborhood, public transportation ( MBTA ) street parking"
11626869,Hyde Park,
7840411,Hyde Park,
6401859,Hyde Park,"This location is amazing, which we came to learn only after moving here ourselves. There is a fun playground with water sprinklers, a baseball field, and tennis courts just down the hill (about 5 blocks away). There is also a Stop & Shop and Walgreens across the street from the park. Curry College is around the block from the space. Within about 2 miles are hundreds of hiking trails at the Blue Hills. There is even down hill skiing with some trails and many cross country trails that are free of charge. In the summer, we have Houghton's Pond which is about a 5 minute drive away and free of charge for swimming or walking along the trails. The commuter rail is down the hill from us, about an 8 minute walk and that brings you right into the heart of the city (South Station) within 25 minutes. South Station has connections to the Airport as well as to other train lines. Also within a 10 minute walk are restaurants, a coffee shop, the YMCA, the library, the post office, etc. A car can certai"
7185881,Hyde Park,
13907143,Hyde Park,Hyde Park is southernmost part of Boston. Is a very desirable town for those who want to live I am urban area with suburban characteristics. The residents of Hyde Park are very culturally diverse and very friendly.
13275334,Hyde Park,
6613472,Hyde Park,"A quiet walkable and family friendly area. 5 min drive to super market, 4 + star restaurants and pizza shops , various denominational churches, bike and walking paths and gym (free passes at Crunch gym),"
4699828,Hyde Park,"Hyde Park, a neighborhood within the city, is a liberal, ethnically diverse, family friendly neighborhood - quiet and pleasant. 3 minute walk to the train station for a twenty minute ride to Boston. 5 minute walk to main street with several restaurants, pubs, grocery store, Ron's Gourmet Ice Cream and Bowling (written up in National Geographic as the BEST chocolate ice cream around) to banking, and more. If you are driving you are 10 minutes from major highways to all New England sightseeing destinations from VT, NH, Cape Cod, Newport, RI, Maine, Golf Courses, and more."
4180178,Hyde Park,
40601,Jamaica Plain,"Jamaica Plain is a diverse neighborhood of Boston that is close to almost everything.  It has a great selection of shops, groceries, restaurants and bars.  One will find professionals, artists, craftsmen, laborers of all ethnicities and of course the hipsters."
3629014,Jamaica Plain,"Ahhh...Jamaica Plain, Boston. This is (honestly) the nicest, most eclectic, beautiful, and interesting section of the city. Lots of green, interesting architecture, parks, the Emerald Necklace bike and walking path, Arnold Arboretum, Jamaica Pond, excellent public transportation, sweet driving, easy parking, kid, elderly, and diversity friendly, along with restaurants that range from local health food to ethnic delights, and everything in between. The thing I love about my neighborhood is that no matter who you are, what language you speak, what job you do, your political inclinations, your passions & interests, your degree of desire for interaction, your economic circumstance, the purpose of your visit, or any other defining characteristic, you will never be the 'only one'. Stand at the Stony Brook Train station (4 minute walk) and you'll see briefcases and suits on their way to the financial district, moms with strollers, dog walkers with leashes, artists with portfolios, builders wi"
4457943,Jamaica Plain,"This is part of a fabulous artist community located in Jamaica Plain, MA 02130. Great location in a diverse, artsy neighborhood, across the street from the SouthWest Corridor park and a stone's throw to playgrounds, tennis and basketball courts, skate park, and a bike path into downtown Boston. Only a 5 minute walk to the Stony Brook or Green Street train stations on the Orange line or a 1 minute walk to The Brewery buildings that host Ula Cafe, Mike's Fitness JP, Tony Williams Dance Center, Sam Adams Brewery, Bella Luna Restaurant, and The Milky Way Lounge. Also convenient to WikidFit Personal Training Studio, Chilacates, Yachris Market, City Feed, grocery stores, and other attractions such as Hyde Square, Jamaica Pond and local Jamaica Plain businesses. Quick T ride or drive to downtown Boston and the South End. Brookline, Cambridge, Dorchester, Hyde Park, Roslindale, Roxbury, and West Roxbury are also close.   This is a great location for tourists but also for doctors, researchers a"
6390634,Jamaica Plain,"Jamaica Plain is known for it's green space and artsy feel, as well as for being very much a melting pot of all nationalities.  This neighborhood boasts all sorts of delicious cuisine (I love the Dogwood Cafe right at the end of my street!), funky shops (Salmagundi is the best hat shop in Boston), and the oldest public Arboretum in North America (part of Harvard University)."
